id,name,genre,url,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,duration_ms,key,loadness,mode,tempo,valence,available_market,release_date,explicit,idx
2pAUx2a1F5JCaVgytQm8fI,Right Left Wrong,alt-rock,https://open.spotify.com/track/2pAUx2a1F5JCaVgytQm8fI,61.0,0.0036,0.489,0.833,1.33e-06,0.111,0.054000000000000006,236693.0,9.0,-5.348,1.0,135.431,0.307,79.0,2018-03-09,1.0,224
2pAUx2a1F5JCaVgytQm8fI,Right Left Wrong,metal,https://open.spotify.com/track/2pAUx2a1F5JCaVgytQm8fI,61.0,0.0036,0.489,0.833,1.33e-06,0.111,0.054000000000000006,236693.0,9.0,-5.348,1.0,135.431,0.307,79.0,2018-03-09,1.0,7159
2tXC73We2IW53Ua7oDmUKp,Why Do I Love You So,rock-n-roll,https://open.spotify.com/track/2tXC73We2IW53Ua7oDmUKp,48.0,0.8959999999999999,0.402,0.258,1.1900000000000001e-05,0.115,0.031,127106.0,11.0,-11.335,1.0,152.78,0.609,79.0,2001-01-01,0.0,9156
2tXC73We2IW53Ua7oDmUKp,Why Do I Love You So,rockabilly,https://open.spotify.com/track/2tXC73We2IW53Ua7oDmUKp,48.0,0.8959999999999999,0.402,0.258,1.1900000000000001e-05,0.115,0.031,127106.0,11.0,-11.335,1.0,152.78,0.609,79.0,2001-01-01,0.0,9236
2u9iBS6KFPz7CPenzUpXsm,Endless,british,https://open.spotify.com/track/2u9iBS6KFPz7CPenzUpXsm,53.0,0.182,0.389,0.588,0.9309999999999999,0.127,0.0277,265550.0,9.0,-11.017000000000001,0.0,100.06299999999999,0.10099999999999999,78.0,2017-08-25,0.0,1123
2u9iBS6KFPz7CPenzUpXsm,Endless,electronic,https://open.spotify.com/track/2u9iBS6KFPz7CPenzUpXsm,53.0,0.182,0.389,0.588,0.9309999999999999,0.127,0.0277,265550.0,9.0,-11.017000000000001,0.0,100.06299999999999,0.10099999999999999,78.0,2017-08-25,0.0,3275
2vX5YC2fyzBMlgb9HEcXhf,Not a Love Song - Acoustic,indian,https://open.spotify.com/track/2vX5YC2fyzBMlgb9HEcXhf,2.0,0.665,0.813,0.243,0.0,0.102,0.0351,234141.0,10.0,-10.307,1.0,110.03,0.353,79.0,2020-05-17,0.0,5538
2vX5YC2fyzBMlgb9HEcXhf,Not a Love Song - Acoustic,pop-film,https://open.spotify.com/track/2vX5YC2fyzBMlgb9HEcXhf,2.0,0.665,0.813,0.243,0.0,0.102,0.0351,234141.0,10.0,-10.307,1.0,110.03,0.353,79.0,2020-05-17,0.0,8195
2yGoiZes2YcueNA4nGDmdS,Bang Bang,r-n-b,https://open.spotify.com/track/2yGoiZes2YcueNA4nGDmdS,59.0,0.6679999999999999,0.5720000000000001,0.488,0.0,0.11,0.124,267746.0,4.0,-10.179,1.0,132.142,0.642,79.0,1997-09-01,0.0,8727
2yGoiZes2YcueNA4nGDmdS,Bang Bang,reggae,https://open.spotify.com/track/2yGoiZes2YcueNA4nGDmdS,59.0,0.6679999999999999,0.5720000000000001,0.488,0.0,0.11,0.124,267746.0,4.0,-10.179,1.0,132.142,0.642,79.0,1997-09-01,0.0,8877
2yUy5eFAFWAichjrySJWA2,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),alternative,https://open.spotify.com/track/2yUy5eFAFWAichjrySJWA2,69.0,0.131,0.415,0.674,0.0,0.20199999999999999,0.335,188160.0,1.0,-8.134,0.0,134.769,0.867,79.0,2020-03-06,0.0,326
2yUy5eFAFWAichjrySJWA2,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),pop,https://open.spotify.com/track/2yUy5eFAFWAichjrySJWA2,69.0,0.131,0.415,0.674,0.0,0.20199999999999999,0.335,188160.0,1.0,-8.134,0.0,134.769,0.867,79.0,2020-03-06,0.0,8006
32P4qhYWGe9XEQE2XGgfdP,Lilo,electro,https://open.spotify.com/track/32P4qhYWGe9XEQE2XGgfdP,55.0,0.47100000000000003,0.546,0.5579999999999999,0.0,0.0957,0.0468,250066.0,7.0,-8.797,1.0,119.789,0.22,3.0,2019-03-01,0.0,3112
32P4qhYWGe9XEQE2XGgfdP,Lilo,indie,https://open.spotify.com/track/32P4qhYWGe9XEQE2XGgfdP,55.0,0.47100000000000003,0.546,0.5579999999999999,0.0,0.0957,0.0468,250066.0,7.0,-8.797,1.0,119.789,0.22,3.0,2019-03-01,0.0,5657
33iv3wnGMrrDugd7GBso1z,My Own Worst Enemy,alt-rock,https://open.spotify.com/track/33iv3wnGMrrDugd7GBso1z,71.0,0.0012900000000000001,0.494,0.946,0.0,0.39799999999999996,0.0637,169026.0,4.0,-2.7569999999999997,1.0,103.40799999999999,0.741,79.0,1999-02-22,1.0,292
